method,seed,layer,formula,r2
fixed_pikan,789,1,-1.2429*1 + -2.8342*sin + 2.8550*tanh,0.7519800066947937
fixed_pikan,789,1,0.1390*x^3 + -0.3076*exp + 0.6253*sqrt,0.6858912706375122
fixed_pikan,789,1,0.1842*cos + 0.3408*sqrt + -0.0382*tanh,0.4613941311836242
fixed_pikan,789,1,-1.9732*sin + -0.1223*cos + 2.0448*tanh,0.7276157140731812
fixed_pikan,789,1,-0.3911*1 + 0.2685*x + -0.4828*tanh,0.4772880673408508
fixed_pikan,789,1,-0.9017*1 + -0.0184*x^4 + 0.5756*sqrt,0.9220609068870544
fixed_pikan,789,1,0.5096*x + -0.1119*x^3 + -0.0812*exp,0.8776816725730896
fixed_pikan,789,1,0.2187*x^2 + 0.0097*x^3 + -0.5427*sqrt,0.846977710723877
fixed_pikan,789,1,0.0755*x^3 + -0.3398*cos + -0.1215*exp,0.61394202709198
fixed_pikan,789,1,-0.5614*1 + 0.1599*cos + -0.0572*tanh,0.9135571122169496
fixed_pikan,789,1,0.1116*x + -0.4707*x^2 + -1.3097*cos,0.8455742597579956
fixed_pikan,789,1,0.1156*x^2 + 0.1324*sin + -0.8301*sqrt,0.8296852111816406
fixed_pikan,789,1,0.2316*cos + 0.1960*sqrt + -0.1000*tanh,0.6144644618034363
fixed_pikan,789,1,0.1136*x^3 + -0.1684*exp + 0.2929*sqrt,0.8918472528457642
fixed_pikan,789,1,0.0882*x^2 + 0.0386*x^3 + -0.7478*sqrt,0.9510926008224488
fixed_pikan,789,1,-0.1036*x + -0.6189*cos + -0.5668*sqrt,0.928430199623108
fixed_pikan,789,1,0.1643*x^2 + -0.2100*sin + -0.5413*sqrt,0.7395601868629456
fixed_pikan,789,1,0.3833*x + -0.2547*exp + 0.5457*sqrt,0.797457218170166
fixed_pikan,789,1,-0.6022*1 + 0.0176*exp + 0.1293*tanh,0.9823035597801208
fixed_pikan,789,1,-0.5496*1 + -0.0889*x^2 + 0.4404*sqrt,0.2605289816856384
fixed_pikan,789,1,-1.4888*1 + 0.3080*sqrt + -0.0835*tanh,0.7730345129966736
fixed_pikan,789,1,-0.1882*1 + -0.6378*x + 0.9803*tanh,0.5776882171630859
fixed_pikan,789,1,0.2429*1 + -0.2619*x + 0.4389*tanh,0.3152809739112854
fixed_pikan,789,1,-3.4054*sin + -0.0863*exp + 3.7490*tanh,0.6465201377868652
fixed_pikan,789,1,-0.2152*1 + -1.2378*sin + 1.2737*tanh,0.4806389808654785
fixed_pikan,789,2,0.3776*1 + 0.3809*x + -0.6435*sin,0.821829080581665
fixed_pikan,789,2,0.2619*1 + 0.3467*x + -0.5293*tanh,0.8039996027946472
fixed_pikan,789,2,-0.0836*x + 0.1936*cos + 0.0586*exp,0.8169293999671936
fixed_pikan,789,2,-0.4783*x + -0.2643*x^2 + 0.3574*exp,0.7620967030525208
fixed_pikan,789,2,0.2429*x^2 + 0.4584*cos + -0.5945*sqrt,0.801139235496521
fixed_pikan,789,2,0.1851*1 + -1.8352*sin + 2.0493*tanh,0.651103138923645
fixed_pikan,789,2,0.2306*1 + 0.1457*sqrt + 0.0946*tanh,0.3896738886833191
fixed_pikan,789,2,0.0283*x^3 + 0.2609*cos + 0.2822*sqrt,0.7198853492736816
fixed_pikan,789,2,-0.1684*x^2 + 0.0150*x^3 + 0.8867*sqrt,0.6476383209228516
fixed_pikan,789,2,0.3884*1 + 0.0924*x^2 + -0.3732*sqrt,0.7889452576637268
ra_pikan,123,0,0.0177*x^2 + -0.0131*x^3 + -0.0413*log,0.5061503648757935
ra_pikan,123,0,2.9389*sin + -0.0802*cos + -3.0821*tanh,0.6899539232254028
ra_pikan,123,0,0.0507*x^3 + 3.3734*sin + -3.5430*tanh,0.886616587638855
ra_pikan,123,0,0.1337*x^2 + 0.0344*x^3 + -0.2013*sqrt,0.8843722343444824
ra_pikan,123,0,-0.1744*1 + -0.0653*exp + 0.3855*sqrt,0.91291606426239
ra_pikan,123,0,0.1340*x^3 + -0.3658*exp + 0.6510*sqrt,0.9432839155197144
ra_pikan,123,0,-0.0865*x^3 + -4.0650*sin + 4.5785*tanh,0.5261015892028809
ra_pikan,123,0,0.0944*x^2 + -0.0050*x^3 + -0.0110*x^4,0.9252350330352784
ra_pikan,123,0,4.2254*sin + 0.1465*cos + -4.2672*tanh,0.7863165736198425
ra_pikan,123,0,0.2413*x + 0.0393*log + -0.5033*tanh,0.846717357635498
ra_pikan,123,1,-1.3033*1 + 0.5062*x + -0.8212*tanh,0.5615895986557007
ra_pikan,123,1,-0.5128*1 + 0.3543*x + -0.6685*tanh,0.7892557382583618
ra_pikan,123,1,0.1118*x^2 + 0.0306*sin + -0.4451*sqrt,0.8422770500183105
ra_pikan,123,1,-0.1735*x^3 + 0.2899*exp + -1.1212*sqrt,0.7686731815338135
ra_pikan,123,1,0.9527*1 + -0.1892*x + 0.3919*sin,0.8467546105384827
ra_pikan,123,1,-0.2007*x^2 + -0.0911*log + 1.0531*sqrt,0.6964592337608337
ra_pikan,123,1,-0.1395*x^2 + 0.0502*exp + 0.2995*sqrt,0.8830386996269226
ra_pikan,123,1,-1.2053*1 + 0.0169*x^4 + 0.1013*sin,0.8429258465766907
ra_pikan,123,1,0.0305*x^3 + -0.1165*cos + 0.1094*sqrt,0.9433577060699464
ra_pikan,123,1,-0.9284*1 + -0.2921*x + 0.3933*tanh,0.5579369068145752
ra_pikan,123,1,-1.5753*1 + -0.0530*x^3 + 0.1460*exp,0.9162599444389344
ra_pikan,123,1,-0.5570*1 + -0.1756*sin + 0.1663*cos,0.8824391961097717
ra_pikan,123,1,-0.0200*x^4 + 0.0400*exp + 0.0530*log,0.676358699798584
ra_pikan,123,1,-1.3422*1 + 0.8478*cos + 0.9752*sqrt,0.6654238700866699
ra_pikan,123,1,0.7239*cos + 0.0218*exp + 0.7960*sqrt,0.5194246172904968
ra_pikan,123,1,0.5461*1 + -0.4569*x + 0.6224*tanh,0.9087570905685424
ra_pikan,123,1,-0.1396*x^2 + 0.4288*sqrt + 0.0150*tanh,0.8414287567138672
ra_pikan,123,1,-1.2148*1 + 0.0784*exp + -0.1959*tanh,0.3515963554382324
ra_pikan,123,1,0.3671*x + -0.0253*exp + -0.4829*tanh,0.7967171669006348
ra_pikan,123,1,-0.8217*1 + 0.0081*x^3 + -0.0062*x^4,0.2517074942588806
ra_pikan,123,1,-1.4121*1 + -0.0948*x + 0.0622*x^2,0.5782544016838074
ra_pikan,123,1,0.0650*x^3 + -0.2554*cos + -0.0567*exp,0.5834832787513733
ra_pikan,123,1,-1.8318*sin + -0.0938*exp + 2.1741*tanh,0.6570159792900085
ra_pikan,123,1,0.1343*x^3 + 0.0516*x^4 + -0.2516*exp,0.8345383405685425
ra_pikan,123,1,1.2224*1 + 0.0812*x^3 + -0.1375*exp,0.7442022562026978
ra_pikan,123,1,0.6476*1 + -0.1468*sin + -0.3141*sqrt,0.9426562190055848
ra_pikan,123,1,0.0885*x + -0.0216*x^4 + 0.4076*sqrt,0.8359006643295288
ra_pikan,123,1,-0.4600*x^2 + -1.0678*cos + 0.0379*exp,0.7466298937797546
ra_pikan,123,1,0.1215*x^2 + -0.1864*sin + -0.4468*sqrt,0.9471229910850524
ra_pikan,123,1,-0.9104*1 + -1.7365*sin + 1.7282*tanh,0.7265628576278687
ra_pikan,123,1,-2.1415*1 + 0.6450*cos + 0.4919*sqrt,0.6359082460403442
ra_pikan,123,1,-0.2941*1 + -2.4200*sin + 2.4226*tanh,0.7801082730293274
ra_pikan,123,1,0.4711*x + -0.2089*sqrt + -0.6499*tanh,0.8063879013061523
ra_pikan,123,1,-0.3580*1 + 0.1111*exp + -0.2670*tanh,0.9350743889808656
ra_pikan,123,1,1.1954*1 + 0.0500*log + 0.0946*tanh,0.706930935382843
ra_pikan,123,1,0.4734*1 + -0.4663*x + 0.8653*tanh,0.922396183013916
ra_pikan,123,1,-0.0362*x + 0.0114*x^4 + -0.0335*log,0.8499956130981445
ra_pikan,123,1,-1.2216*1 + -0.8629*x + 1.3406*tanh,0.665483832359314
ra_pikan,123,1,0.1320*x^2 + -0.2780*sqrt + 0.1049*tanh,0.843957781791687
ra_pikan,123,1,-0.8225*1 + -0.0596*x + -0.0251*x^2,0.8004512190818787
ra_pikan,123,1,0.0249*x^3 + -0.8883*cos + -1.2419*sqrt,0.6171809434890747
ra_pikan,123,1,-0.3917*1 + 0.4329*x + -0.4733*tanh,0.8051665425300598
ra_pikan,123,1,-0.0161*x^3 + 0.0215*x^4 + -0.4974*sqrt,0.911427676677704
ra_pikan,123,1,-0.3068*1 + 1.9303*sin + -1.9639*tanh,0.4695466160774231
ra_pikan,123,1,1.0000*1 + 0.0620*exp + -0.3297*tanh,0.8330553770065308
ra_pikan,123,1,-0.1042*x^3 + 0.3153*cos + 0.1963*exp,0.8702777624130249
ra_pikan,123,1,-0.0078*x^3 + -0.0153*x^4 + 0.3824*sqrt,0.5580944418907166
ra_pikan,123,1,-1.0596*1 + -0.1333*cos + 0.0303*exp,0.4557817578315735
ra_pikan,123,1,0.0714*1 + 0.1498*x^2 + -0.5536*sqrt,0.6380007266998291
ra_pikan,123,1,-0.7908*1 + 2.5825*sin + -2.5390*tanh,0.8498096466064453
ra_pikan,123,1,-1.4925*1 + -0.0148*x^4 + 0.4469*sqrt,0.5216420292854309
ra_pikan,123,1,-0.5149*1 + -0.5579*x + 0.8070*tanh,0.4261248707771301
ra_pikan,123,1,0.1114*x^2 + 0.0278*cos + -0.4698*sqrt,0.6578978300094604
ra_pikan,123,1,0.1459*x^2 + -0.0094*x^3 + -0.6317*sqrt,0.7060309052467346
ra_pikan,123,1,0.6868*cos + 0.9663*sqrt + -0.1345*tanh,0.5225770473480225
ra_pikan,123,1,0.5510*1 + 2.0457*sin + -2.1392*tanh,0.3857671618461609
ra_pikan,123,1,-0.3860*x + 0.0859*exp + 0.6708*tanh,0.939559519290924
ra_pikan,123,1,-0.7124*1 + 0.0870*sin + 0.1492*log,0.6740993857383728
ra_pikan,123,1,-1.2097*sin + -0.0322*exp + 1.2553*tanh,0.8642333745956421
ra_pikan,123,1,0.3244*x + -0.6382*cos + -0.1975*exp,0.6606170535087585
ra_pikan,123,1,-0.8864*1 + -0.3883*cos + -0.3058*sqrt,0.7271608114242554
ra_pikan,123,1,-0.3765*1 + 0.2502*x + -0.5123*tanh,0.5826212167739868
ra_pikan,123,1,0.1151*x^2 + -0.0634*sin + -0.4370*sqrt,0.6413719654083252
ra_pikan,123,1,0.3353*x + 0.1552*x^2 + -0.1776*exp,0.9390764236450196
ra_pikan,123,1,-0.1455*x^3 + 0.5112*cos + 0.2760*exp,0.6259164810180664
ra_pikan,123,1,0.4556*1 + -1.4360*sin + 1.3008*tanh,0.9014040231704712
ra_pikan,123,1,-0.0405*x + 0.0452*exp + -0.0220*log,0.7299103736877441
ra_pikan,123,1,-1.0617*1 + 0.2469*x + -0.1955*tanh,0.6694881916046143
ra_pikan,123,1,0.8702*sin + -0.0826*exp + -0.5843*tanh,0.9150556325912476
ra_pikan,123,1,0.4439*x + -0.3231*exp + 0.2114*log,0.6029385328292847
ra_pikan,123,1,-1.4670*1 + -0.0574*x + 0.3169*sqrt,0.722819447517395
ra_pikan,123,1,-0.4765*1 + -0.0614*x^2 + 0.2842*sqrt,0.7976755499839783
ra_pikan,123,1,-0.1357*cos + 0.0647*sqrt + -0.0193*tanh,0.9585175514221193
ra_pikan,123,1,-0.4621*1 + -0.2553*x^2 + 0.8992*sqrt,0.8132771253585815
ra_pikan,123,1,1.1754*1 + 0.0210*x^4 + -0.4949*sqrt,0.7747502326965332
ra_pikan,123,1,0.6256*1 + -0.0600*exp + 0.3266*tanh,0.828965961933136
ra_pikan,123,1,2.7701*sin + 0.0801*exp + -3.0812*tanh,0.5959922075271606
ra_pikan,123,1,0.6342*x + -0.5819*cos + -0.4476*exp,0.660625696182251
ra_pikan,123,1,-0.1440*x^2 + -0.1930*cos + 0.3647*sqrt,0.4910897016525268
ra_pikan,123,1,-0.7901*1 + 1.2671*sin + -1.3300*tanh,0.1925360560417175
ra_pikan,123,1,-1.4386*1 + 2.1195*sin + -2.1024*tanh,0.5702577829360962
ra_pikan,123,1,-0.3756*x + 0.1555*log + 0.6918*tanh,0.7914372086524963
ra_pikan,123,1,0.1052*x^3 + -0.1817*exp + 0.4330*sqrt,0.6846940517425537
ra_pikan,123,1,-0.2712*1 + 2.0931*sin + -2.0174*tanh,0.8531454205513
ra_pikan,123,1,1.2271*1 + -0.5000*x + 0.9109*tanh,0.7045361399650574
ra_pikan,123,1,0.6441*1 + 0.3320*sin + -0.0902*exp,0.7835419178009033
ra_pikan,123,1,0.2143*1 + -0.4756*x + 0.8316*tanh,0.70981764793396
ra_pikan,123,1,-1.5622*1 + -0.3088*x^2 + 1.4389*sqrt,0.8577721118927002
ra_pikan,123,1,0.0406*x^3 + 0.2665*cos + 0.1387*log,0.8420536518096924
ra_pikan,123,1,-0.9105*1 + -2.8666*sin + 2.8606*tanh,0.6490556001663208
ra_pikan,123,1,-1.4507*1 + -1.9581*sin + 1.9641*tanh,0.6639633178710938
ra_pikan,123,1,-0.2204*cos + -0.2020*exp + 0.5015*tanh,0.791282057762146
ra_pikan,123,1,-0.1301*cos + 0.0703*sqrt + 0.0809*tanh,0.6194107532501221
ra_pikan,123,1,0.1832*x^2 + -0.0463*exp + -0.4120*sqrt,0.9167242646217346
ra_pikan,123,1,0.6955*1 + -0.0369*x^3 + -0.1041*log,0.5741294622421265
ra_pikan,123,1,0.5227*1 + -2.2618*sin + 2.4304*tanh,0.5697585940361023
ra_pikan,123,1,-0.0974*x^3 + -0.0508*x^4 + 0.2109*exp,0.8148312568664551
ra_pikan,123,1,-1.2166*1 + -0.2861*x + 0.4253*tanh,0.6388740539550781
ra_pikan,123,1,0.0539*x^4 + -0.1844*exp + 0.3479*tanh,0.581125020980835
ra_pikan,123,1,-1.0340*1 + -0.1466*x^2 + 0.6498*sqrt,0.3437367081642151
ra_pikan,123,2,-0.6173*x + -0.2552*sqrt + 0.9547*tanh,0.4020223617553711
ra_pikan,123,2,0.0709*x^3 + -0.1441*exp + 0.3477*sqrt,0.8489620089530945
ra_pikan,123,2,0.7601*x + -0.0619*exp + -1.0913*tanh,0.5325732231140137
ra_pikan,123,2,-0.2462*x + 0.1412*exp + -0.4855*sqrt,0.6138837337493896
ra_pikan,123,2,-0.0415*1 + -0.1220*x + 0.1811*tanh,0.7910166382789612
ra_pikan,123,2,0.3431*x + -0.1205*sqrt + -0.5095*tanh,0.8776527643203735
ra_pikan,123,2,-0.0910*x^3 + 0.1824*exp + -0.6359*sqrt,0.8849360942840576
ra_pikan,123,2,0.3363*x + 0.0866*sqrt + -0.4971*tanh,0.8258307576179504
ra_pikan,123,2,-0.3956*x + 0.7417*sin + 0.1597*sqrt,0.8807545304298401
ra_pikan,123,2,0.2913*x + -0.1631*exp + 0.5718*sqrt,0.8711138963699341
ra_pikan,1234,0,-0.2121*x + 0.0095*sqrt + 0.3056*tanh,0.8704705834388733
ra_pikan,1234,0,-0.0227*x^4 + -0.0288*exp + 0.1297*sqrt,0.7881311178207397
ra_pikan,1234,0,-0.0616*x^3 + 0.0563*exp + -0.1377*sqrt,0.8208664655685425
ra_pikan,1234,0,-0.0079*x^4 + 0.0673*log + -0.1106*tanh,0.7846408486366272
ra_pikan,1234,0,0.0708*x^3 + -0.1773*exp + 0.4042*sqrt,0.7188267707824707
ra_pikan,1234,0,0.5795*x + -0.0370*exp + -0.6786*tanh,0.8527964353561401
ra_pikan,1234,0,0.0247*x^4 + 0.3227*cos + -0.2990*sqrt,0.96927410364151
ra_pikan,1234,0,-0.2075*exp + 0.4059*sqrt + 0.3994*tanh,0.8633314967155457
ra_pikan,1234,0,0.0341*x^2 + -1.3621*sin + 1.5119*tanh,0.4391853213310241
ra_pikan,1234,0,-0.3806*1 + -0.2292*x^2 + 0.8866*sqrt,0.8054801225662231
ra_pikan,1234,1,-1.7748*1 + 0.0900*x + 0.0752*sqrt,0.8428660035133362
ra_pikan,1234,1,0.8515*1 + 0.2378*sin + -0.0625*exp,0.8170688152313232
ra_pikan,1234,1,-0.0569*x^3 + -0.0059*x^4 + 0.1181*exp,0.9365761280059814
ra_pikan,1234,1,0.0790*x^3 + -0.1792*exp + 0.4420*sqrt,0.3527218699455261
ra_pikan,1234,1,-0.0793*x^3 + -5.0264*sin + 5.4097*tanh,0.732101321220398
ra_pikan,1234,1,-0.5949*1 + -0.0386*x^3 + 0.3886*sqrt,0.8980085253715515
ra_pikan,1234,1,0.4978*x^2 + 1.7035*cos + 0.0365*tanh,0.8463552594184875
ra_pikan,1234,1,0.2300*x^2 + -0.0259*x^3 + 0.5824*cos,0.7138375639915466
ra_pikan,1234,1,-0.4011*cos + 0.0406*exp + -0.6607*sqrt,0.8784418702125549
ra_pikan,1234,1,-0.0728*x^3 + -0.0400*x^4 + 0.1367*exp,0.7627840042114258
ra_pikan,1234,1,-1.9994*1 + -0.1937*x^2 + 0.8507*sqrt,0.7613819241523743
ra_pikan,1234,1,0.6767*1 + 2.0034*sin + -2.0003*tanh,0.5294080972671509
ra_pikan,1234,1,-0.1661*sin + -0.0847*log + -0.4080*sqrt,0.8369101285934448
ra_pikan,1234,1,-2.3334*sin + -0.2057*sqrt + 2.4841*tanh,0.7330707311630249
ra_pikan,1234,1,-2.8638*sin + -0.1193*exp + 3.1921*tanh,0.7722465395927429
ra_pikan,1234,1,-0.4164*1 + 0.5546*x + -0.7864*tanh,0.5943582057952881
ra_pikan,1234,1,1.8441*1 + 0.0401*x^3 + -0.0442*exp,0.5655806064605713
ra_pikan,1234,1,-0.0288*x^3 + 0.4536*cos + 0.9573*sqrt,0.7835766077041626
ra_pikan,1234,1,0.2862*x^2 + 0.0663*log + -1.4247*sqrt,0.9001350998878479
ra_pikan,1234,1,0.0934*exp + -0.2456*sqrt + -0.1498*tanh,0.8377842307090759
ra_pikan,1234,1,-1.7310*1 + -0.0567*exp + 0.1586*sqrt,0.9127809405326844
ra_pikan,1234,1,0.1691*sin + 0.5454*cos + 0.8600*sqrt,0.882558286190033
ra_pikan,1234,1,-0.2136*x^2 + -0.0152*x^3 + 0.5741*sqrt,0.5694769620895386
ra_pikan,1234,1,-0.0143*x^4 + -3.2294*sin + 3.3841*tanh,0.6894998550415039
ra_pikan,1234,1,0.1169*x^2 + -0.0075*x^3 + -0.6165*sqrt,0.6524925827980042
ra_pikan,1234,1,0.2943*x + -0.1587*exp + 0.1037*log,0.7141075134277344
ra_pikan,1234,1,1.7015*1 + -0.0831*exp + 0.3207*tanh,0.8551957011222839
ra_pikan,1234,1,0.3599*cos + 0.2016*exp + -0.6212*tanh,0.7997246980667114
ra_pikan,1234,1,-0.5714*1 + -1.4879*sin + 1.5146*tanh,0.5889217853546143
ra_pikan,1234,1,0.0402*1 + 0.6882*sin + -0.6752*tanh,0.784120500087738
ra_pikan,1234,1,-1.6149*1 + 0.4238*x + -0.7188*tanh,0.5893592834472656
ra_pikan,1234,1,0.6238*1 + 0.1055*exp + -0.5100*tanh,0.954675316810608
ra_pikan,1234,1,-0.0354*x^3 + 0.0826*exp + -0.0194*log,0.8094760775566101
ra_pikan,1234,1,0.1129*x + -0.0557*x^3 + -0.0835*cos,0.7021457552909851
ra_pikan,1234,1,0.0384*x^4 + -0.2497*exp + 0.6225*tanh,0.8304108381271362
ra_pikan,1234,1,-0.4459*1 + -0.1090*sqrt + -0.1061*tanh,0.7109161615371704
ra_pikan,1234,1,1.5519*1 + 0.0208*exp + -0.0308*log,0.4792430400848388
ra_pikan,1234,1,0.4297*x^2 + 0.8995*cos + -0.6963*sqrt,0.8825373649597168
ra_pikan,1234,1,-0.6408*1 + -0.1272*sin + 0.0561*exp,0.7553237080574036
ra_pikan,1234,1,-0.0764*x^3 + -0.0251*x^4 + 0.0882*exp,0.8430506587028503
ra_pikan,1234,1,-1.5383*1 + -0.0634*sin + 0.0701*log,0.7619788646697998
ra_pikan,1234,1,-0.3986*x + 0.5302*cos + 0.2204*exp,0.8973522782325745
ra_pikan,1234,1,0.4963*x + -0.0507*log + -0.7469*tanh,0.8411863446235657
ra_pikan,1234,1,-0.1352*x + 0.0656*x^3 + -0.0639*exp,0.9066729545593262
ra_pikan,1234,1,0.3795*cos + -0.0596*exp + 0.1914*log,0.6516580581665039
ra_pikan,1234,1,-0.2873*1 + 0.0749*x^3 + -0.1161*exp,0.5244942903518677
ra_pikan,1234,1,1.5613*1 + -0.0426*x^3 + 0.1004*exp,0.8658786416053772
ra_pikan,1234,1,0.6209*1 + -0.3644*x + 0.6483*tanh,0.5537487268447876
ra_pikan,1234,1,-0.7471*1 + -0.1025*x^2 + 0.5683*sqrt,0.3380495905876159
ra_pikan,1234,1,-0.0682*x^3 + -0.0278*x^4 + 0.1269*exp,0.5641764998435974
ra_pikan,1234,1,-1.7219*1 + 0.8653*sin + -0.7797*tanh,0.8974263668060303
ra_pikan,1234,1,0.8972*1 + -0.4518*sqrt + 0.1271*tanh,0.6832512617111206
ra_pikan,1234,1,0.1576*x + -0.1099*x^2 + 0.4702*sqrt,0.9838386178016664
ra_pikan,1234,1,-0.0304*x^3 + 0.0106*x^4 + -0.3844*sqrt,0.7712243795394897
ra_pikan,1234,1,-0.1706*1 + 2.3827*sin + -2.3342*tanh,0.8306006193161011
ra_pikan,1234,1,-0.5927*1 + -0.0446*log + -0.0943*tanh,0.8115308880805969
ra_pikan,1234,1,1.6986*1 + -0.0363*x^3 + 0.2575*sin,0.7978154420852661
ra_pikan,1234,1,0.5680*1 + -0.0305*x^3 + -0.0483*log,0.7416461706161499
ra_pikan,1234,1,-0.5285*1 + -0.4416*x + 0.6581*tanh,0.8872043490409851
ra_pikan,1234,1,0.0956*1 + -0.0196*x^3 + -0.1102*sqrt,0.9361892938613892
ra_pikan,1234,1,-1.8064*1 + 0.2076*exp + -0.5656*tanh,0.7787753939628601
ra_pikan,1234,1,0.1106*x + 0.2105*x^2 + 0.7937*cos,0.7572766542434692
ra_pikan,1234,1,-0.2202*x^2 + -0.2399*sin + 0.5715*sqrt,0.9200659990310668
ra_pikan,1234,1,-0.1380*1 + 0.1997*x + -0.4716*tanh,0.8290728330612183
ra_pikan,1234,1,-0.0134*x^3 + -0.1309*cos + -0.2660*sqrt,0.6102180480957031
ra_pikan,1234,1,0.2396*x + -0.2871*cos + -0.1574*exp,0.7655391693115234
ra_pikan,1234,1,1.7592*1 + -0.0941*exp + 0.1757*tanh,0.903857409954071
ra_pikan,1234,1,0.4386*cos + 0.1881*exp + -0.3650*tanh,0.7580234408378601
ra_pikan,1234,1,-0.5298*1 + -0.1466*x + -0.0103*x^4,0.9516096115112304
ra_pikan,1234,1,1.2594*sin + 0.1575*sqrt + -1.2270*tanh,0.887355625629425
ra_pikan,1234,1,-1.6295*1 + -1.5715*sin + 1.6409*tanh,0.1942884922027588
ra_pikan,1234,1,1.0026*1 + 4.4726*sin + -4.7536*tanh,0.4764609932899475
ra_pikan,1234,1,0.0747*1 + 0.2199*x + -0.4265*tanh,0.7078920602798462
ra_pikan,1234,1,0.3550*sin + -0.1452*exp + 0.2517*sqrt,0.8635386824607849
ra_pikan,1234,1,-0.2428*1 + 0.0517*exp + -0.1802*tanh,0.3557463884353637
ra_pikan,1234,1,-0.1171*exp + 0.1414*log + 0.3437*tanh,0.6344612240791321
ra_pikan,1234,1,1.9250*1 + 0.2030*x^2 + -0.8426*sqrt,0.5628975033760071
ra_pikan,1234,1,0.4756*cos + 0.5780*sqrt + -0.0984*tanh,0.8458433151245117
ra_pikan,1234,1,-0.3417*cos + -0.1318*exp + 0.4030*tanh,0.5279362201690674
ra_pikan,1234,1,-0.1597*x + 0.0811*exp + -0.2516*sqrt,0.7030019164085388
ra_pikan,1234,1,-1.7265*1 + 0.7608*sin + -0.7171*tanh,0.7033569812774658
ra_pikan,1234,1,0.0177*x^3 + 0.6195*cos + 0.8217*sqrt,0.7480969429016113
ra_pikan,1234,1,0.3211*1 + -0.1814*cos + 0.1137*tanh,0.9750485420227052
ra_pikan,1234,1,0.0530*x^3 + -0.1275*exp + 0.4378*sqrt,0.7863571643829346
ra_pikan,1234,1,-0.2756*1 + 0.1175*sin + 0.1850*sqrt,0.9551527500152588
ra_pikan,1234,1,-0.0161*x^3 + -0.4009*cos + -0.2745*sqrt,0.9000484943389893
ra_pikan,1234,1,0.6228*x^2 + 0.0195*x^3 + 1.5885*cos,0.572013258934021
ra_pikan,1234,1,0.9316*1 + -0.6819*x + 1.0339*tanh,0.3641712665557861
ra_pikan,1234,1,-0.8971*1 + -0.2839*x^2 + 1.1145*sqrt,0.6150446534156799
ra_pikan,1234,1,-0.0427*x^3 + -0.0274*cos + 0.2500*sqrt,0.975322723388672
ra_pikan,1234,1,-1.7198*1 + 0.0285*x^3 + -0.1020*sqrt,0.7426736354827881
ra_pikan,1234,1,-0.4030*x + 0.5913*cos + 0.2618*exp,0.5234454274177551
ra_pikan,1234,1,1.5558*sin + 0.0326*exp + -1.6841*tanh,0.3925958275794983
ra_pikan,1234,1,0.0297*x^4 + -0.1563*exp + 0.4466*tanh,0.8803955316543579
ra_pikan,1234,1,-0.2446*1 + 0.0645*exp + -0.1601*sqrt,0.9043598175048828
ra_pikan,1234,1,-0.5746*1 + 0.6283*x + -1.0675*tanh,0.8426187634468079
ra_pikan,1234,1,0.5022*x^2 + 1.6598*cos + -0.1339*tanh,0.936497688293457
ra_pikan,1234,1,-0.2720*x^2 + -0.1293*log + 1.3128*sqrt,0.872170090675354
ra_pikan,1234,1,-0.0366*x + -0.1710*x^2 + -0.5623*cos,0.7904216051101685
ra_pikan,1234,1,-0.0338*x^2 + -0.0427*x^3 + 0.0685*exp,0.8951610326766968
ra_pikan,1234,2,-0.1527*x^3 + 0.5669*cos + 0.3236*exp,0.9130625128746032
ra_pikan,1234,2,0.7987*1 + -2.6788*sin + 2.7923*tanh,0.2854132652282715
ra_pikan,1234,2,0.6964*1 + -0.1160*sin + -0.0817*log,0.5872994661331177
ra_pikan,1234,2,-0.1112*x^3 + 0.7396*cos + 0.1966*exp,0.944477081298828
ra_pikan,1234,2,0.8861*1 + -0.2550*sin + 0.0559*exp,0.914769411087036
ra_pikan,1234,2,1.1073*1 + 0.0129*x^4 + -0.4935*sqrt,0.8828385472297668
ra_pikan,1234,2,0.8147*1 + 0.3055*x + -0.5470*tanh,0.2790737748146057
ra_pikan,1234,2,0.9357*1 + -1.5192*sin + 1.5566*tanh,0.3586131334304809
ra_pikan,1234,2,0.4938*cos + -0.0687*log + 0.9759*sqrt,0.6993422508239746
ra_pikan,1234,2,0.9746*1 + 0.0219*x^3 + -0.0872*sin,0.6107670664787292
ra_pikan,42,0,-0.6385*x + 0.9239*sin + 0.1151*exp,0.9115027785301208
ra_pikan,42,0,0.1216*x^3 + 6.1247*sin + -7.1056*tanh,0.7092702388763428
ra_pikan,42,0,0.1430*exp + -0.4072*sqrt + -0.3621*tanh,0.6239876747131348
ra_pikan,42,0,-0.0689*x + 0.0514*x^3 + -0.0319*exp,0.6114370822906494
ra_pikan,42,0,0.0342*x^3 + 0.0803*log + 0.0868*sqrt,0.7925567626953125
ra_pikan,42,0,-0.0803*x^3 + -4.7638*sin + 5.3882*tanh,0.450320303440094
ra_pikan,42,0,-0.0688*sin + 0.1722*cos + 0.1436*log,0.7365261316299438
ra_pikan,42,0,0.4548*1 + -0.3599*cos + -0.4050*sqrt,0.4047059416770935
ra_pikan,42,0,0.9021*1 + -0.5859*cos + -0.5663*sqrt,0.7662993669509888
ra_pikan,42,0,-0.0347*x^2 + 0.6833*sin + -0.8337*tanh,0.8360003232955933
ra_pikan,42,1,0.6634*1 + 0.4843*x + -0.9046*tanh,0.7941645383834839
